Product,Country,Quantity,Revenue
Contoso Coffee Maker 12C M1000 White,China,1677,663027.75
Contoso Telephoto Conversion Lens M350 Black,China,908,77510.5
Contoso USB Data Link - direct connect adapter E600 White,China,1502,22288.565
"Adventure Works 32"" LCD HDTV M130 Black",China,780,357967.8405
Proseware Wall Lamp E0215 Black,China,1671,180086.9915
A. Datum SLR-like Digital Camera M400 Green,China,838,146513.29
Contoso DVD 55DVD Storage Binder M56 Black,China,1429,16258.605
Proseware Desk Lamp E0120 Grey,China,1496,40871.8715
Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,China,303,60799.5
SV Car Video LCD7 M7003 Black,China,1247,411158.25
Contoso USB 2.0 Dock Station docking station M800 White,China,1425,37754.73
Proseware Mobile Receipt and Document Scanner M200 Grey,China,1208,124154.8
Contoso 4G MP3 Player E400 Silver,China,14926,800239.6045
Contoso Phone System Accessory Handset with Charger M308 Black,China,948,23149.323
MGS Age of Empires III: The Asian Dynasties M180,China,2028,126980.8845
Fabrikam Business Videographer 1'' 25mm M600 Black,China,1361,1089753.6
Proseware Fax phone E100 Black,China,580,45683.7
Litware Refrigerator 3.2CuFt E160 Brown,China,1281,323556.444
The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,China,648,138837.3
Proseware Duplex Scanner M200 White,China,694,94331.9
Contoso 8GB Super-Slim MP3/Video Player M800 Red,China,950,91819.245
Fabrikam SLR Camera X150 Green,China,1470,635917.725
Litware 120mm Blue LED Case Fan E901 Black,China,1374,12377.61
"Adventure Works 32"" LCD HDTV M130 White",China,812,371342.573
Litware Home Theater System 2.1 Channel E212 Silver,China,1357,365937.98
Litware Tower Fan E501 White,China,606,21918.519
MGS Age of Mythology 2009 E158,China,2012,58739.2
Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,China,1374,15884.05
Litware Home Theater System 5.1 Channel M514 Black,China,899,486388
The Phone Company PDA Phone Unlocked 3.5 inches M530 White,China,625,157249
A. Datum SLR-like Digital Camera M400 Black,China,1109,201911.105
WWI LCD22W M2003 White,China,593,373517.9
Contoso Rechargeable Li-Ion Battery Pack E300 White,China,1442,63912.215
"A. Datum SLR Camera 35"" X358 Silver",China,1033,540901.2
A. Datum SLR Camera M137 Grey,China,1536,426488.4
Litware 120mm Blue LED Case Fan E901 Grey,China,1500,13392.594
WWI Laptop15.4W M0156 White,China,1480,1002455
Fabrikam Coffee Maker 5C E090 Black,China,1358,184961.15
The Phone Company PDA Wifi 4.7-inch L290 White,China,1350,454974
Litware Microwave 0.8CuFt E080 Red,China,1582,134197.1225
SV Car Video TFT7 M7001 Silver,China,1423,391781.1
Contoso SLR Camera M144 Gold,China,1606,477266.6
Litware Home Theater System 5.1 Channel M510 Black,China,994,562511.7
Adventure Works Desk Lamp E1300 White,China,1590,114648.3
MGS Zoo Tycoon2009 E170,China,1819,51830.4
Litware Floor Lamp X1015 Black,China,481,271376.933
The Phone Company Smart phones 160x160 M26 Grey,China,1575,297616.8
Fabrikam Refrigerator 4.6CuFt E2800 Silver,China,1162,308449.718
SV Hand Games for Office worker L28 Yellow,China,5885,90335.83
Contoso Water Heater 4.3GPM M1250 Red,China,647,504694.125
Contoso SLR Camera X143 Silver,China,1464,855627
MGS Gears of War M170,China,1795,110735.27
Contoso Home Theater System 2.1 Channel M1210 White,China,1243,360485.3
Contoso 4GB Portable MP3 Player M450 Black,China,826,70633.5925
Contoso Optical USB Mouse M45 Black,China,1315,59801.072
SV DVD 48 DVD Storage Binder M50 Silver,China,1277,20342.1925
The Phone Company Smart phones 4 GB of Memory M300 Grey,China,348,74137.8
Fabrikam Laptop15.4 M5400 White,China,1395,835875.6
WWI Chandelier M615 Black,China,1569,322733.4675
Adventure Works CRT17 E105 Black,China,1404,75735.35
SV 22xDVD X680 Black,China,176,26397.8
Contoso Leather Case - case for digital photo camera X20 Grey,China,603,21551.985
Fabrikam Microwave 0.8CuFt E0800 Grey,China,1533,130644.4965
SV Car Video TFT6.2W E6280 Silver,China,1408,353813.85
Contoso Home Theater System 2.1 Channel M1210 Silver,China,1588,474039.65
SV Car Video LCD7 M7001 Brown,China,1144,341732.3
Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,China,1241,742704.5
Contoso Coffee Maker 4C E0800 White,China,1320,155763.09
Adventure Works LCD15 E100 Black,China,1270,112904.55
Proseware LCD19W M100 White,China,1327,214898.45
Contoso Dual USB Power Adapter - power adapter E300 Black,China,1228,43604.715
Litware Home Theater System 5.1 Channel M511 Brown,China,914,587194.95
Contoso Wireless Laser Mouse M55 Silver,China,1272,80156.0475
SV PCI Network Adapter E905 Silver,China,1711,66180.439
Fabrikam Refrigerator 4.6CuFt E2800 Brown,China,1446,392476.917
Contoso Genuine Leather Grip Belt E322 Silver,China,1212,86685.885
"Adventure Works 13"" Color TV E25 White",China,1308,139404.382
Litware 18'' Oscillating Pedestal Fan M135 Pink,China,270,89670
Proseware LCD24 X300 White,China,247,189516.6
WWI Projector 720p LCD56 White,China,1185,732062.7
MGS RalliSport Challenge2009 E155,China,2642,60629.4
MGS Hand Games women M400 Yellow,China,5850,46790.7025
Proseware Wall Lamp E0215 Grey,China,1561,167482.042
Proseware Air conditioner 6000BTU E180 Red,China,1762,318634.0675
Adventure Works Coffee Maker Auto 5C E090 Grey,China,1273,187189.2
Adventure Works Laptop12 M1201 White,China,1095,371365.7625
Litware 180 CFM Vertical Discharge Fan X450 Red,China,372,73936.098
Contoso Touch Stylus Pen E150 Black,China,27880,247861.89
Proseware Wall Lamp E0215 Silver,China,1325,141000.249
Litware 92mm DBB Case Fan E1101 Grey,China,1557,20728.9215
The Phone Company PDA Palm 4.7 inch L850 Black,China,1345,474833.9
Fabrikam Independent Filmmaker 1'' 25mm X400 Black,China,1026,1469520
MGS Age of Empires III: The Asian Dynasties 2009 E127,China,2469,74956.4
Contoso USB Cable M250 Yellow,China,1388,31400
Fabrikam Microwave 0.8CuFt E0800 Red,China,1101,91299.6385
Adventure Works Desktop PC3.0 MS300 Black,China,2433,1030486.8
MGS Kings & Myths: The Age Collection2009 E147,China,2777,108241.75
Contoso Private Automatic Branch Exchange M65 White,China,1407,48080.5185
Fabrikam Independent filmmaker 2/3'' 17mm X100 White,China,957,1308720
Contoso Mini Battery Charger Kit E320 White,China,1624,36422.925
MGS Zoo Tycoon 2008 E142,China,2656,103767.6
NT Wireless Bluetooth Stereo Headphones M402 Black,China,788,73512.648
WWI LCD17 E200 Black,China,1468,128304
SV DVD 38 DVD Storage Binder E25 Silver,China,1891,16921.062
Contoso Finger Touch Screen Phones M30 Black,China,1538,272082.75
Litware 20'' Box Fan E401 White,China,1182,27624.771
Fabrikam Trendsetter 1'' 25mm X400 Grey,China,1528,1378900
WWI Screen 113in M1610 Silver,China,694,182300.3
"Adventure Works 19"" Color Digital TV E35 Brown",China,1765,226916.16
Litware Chandelier M8015 Black,China,831,201375
Contoso Car power adapter M90 Grey,China,1144,20775.93
A. Datum Full Frame Digital Camera X300 Pink,China,1914,396430.65
Proseware Duplex Scanner M200 Green,China,471,61753.05
A. Datum SLR-like Digital Camera M400 Orange,China,1241,216353.72
SV Car Video TFT6.2W E6281 Black,China,1239,282957.5
Adventure Works Chandelier M8150 White,China,732,178579.35
Proseware Photo Inkjet Printer E290 Black,China,1403,125771.1
Contoso Air conditioner 25000BTU L1672 Grey,China,894,505325.8545
Contoso Laptop Starter Bundle M200 White,China,872,12984.675
Litware Washer & Dryer 24in M260 Silver,China,1253,2082791.7
Contoso DVD 58 DVD Storage Binder M55 Red,China,1337,16374.921
Contoso SLR Camera M143 Grey,China,1116,301507.2
Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,China,1257,491767.2
Contoso SLR Camera M145 Blue,China,1425,436501.8
The Phone Company Finger Touch Screen Phones M30 Black,China,1864,331354.9
Contoso DVD External DVD Burner M200 Black,China,596,32152.34
Adventure Works Laptop15 M1500 Black,China,1457,901220.7
Contoso Microwave 1.0CuFt E0110 Grey,China,1522,191814.298
Litware Microwave 1.6CuFt M125 Red,China,1435,230990.1665
Contoso Air conditioner 12000BTU M0640 Blue,China,890,368267.994
Contoso Waterproof Accessory Handset and Charging Cradle M609 White,China,1615,33118.2445
Proseware Air conditioner 12000BTU M640 Grey,China,889,364910.067
Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,China,1180,605733.2
Contoso Home Theater System 7.1 Channel M1700 Brown,China,1382,1109649.8
SV Car Video TFT7 M7001 Brown,China,1294,358640.85
SV Hand Games for 12-16 boys E60 Black,China,8505,38118.165
Contoso Home Theater System 4.1 Channel M1400 Silver,China,1731,623009.25
WWI Stereo Bluetooth Headphones New Generation M370 White,China,431,52032.3375
Proseware Air conditioner 7000BTU E260 Grey,China,1524,412636.245
Contoso ADSL Modem Splitter/Filter X 3 E300 Black,China,602,29465.3
SV Car Video TFT7 M7002 Brown,China,1134,321264.9
Contoso Projector 480p M480 Black,China,1324,269807.8
MGS Zoo Tycoon Complete Collection E110,China,2603,66032.4
Proseware Wall Lamp E0315 Blue,China,1262,115340.491
SV Car Video TFT6.2W E6281 Silver,China,1397,319683.7
Contoso Bluetooth Active Headphones L15 White,China,5500,638510.88
Litware Refrigerator 24.7CuFt X980 Brown,China,1012,2931670.839
Proseware Office Jet All-in-One Printer M500 White,China,1341,197458.2
Litware Home Theater System 4.1 Channel M413 Black,China,761,378919.8
Contoso Desktop Alternative Bundle E200 White,China,1669,17168.35
Proseware Ink Jet Wireless All-In-One Printer M400 Green,China,1529,176149.5
Contoso General Carrying Case E304 Black,China,1050,19013.4885
Proseware Laser Jet Printer E100 White,China,1531,106922.55
Fabrikam Refrigerator 19CuFt M7600 Blue,China,949,770487.95
Litware Home Theater System 7.1 Channel M710 Brown,China,893,634645.7
Proseware Scan Jet Digital Flat Bed Scanner M300 Green,China,1230,133275.45
WWI Laptop15 M0150 Blue,China,1250,773094
Contoso Dual USB Power Adapter - power adapter E300 White,China,1562,56757.75
Proseware Ink Jet Fax Machine E100 Black,China,1248,87835.8
SV DVD 9-Inch Player Portable M300 Black,China,1291,183652.521
Contoso Phone with Memory Dialing-2 lines E90 White,China,1108,15635.2
Fabrikam SLR Camera M148 Silver Grey,China,1537,458292.8
"Adventure Works 20"" Analog CRT TV E45 Black",China,1337,236740
A. Datum Consumer Digital Camera E100 Silver,China,1094,276560.2
Contoso Home Theater System 5.1 Channel M1510 Brown,China,737,325258.35
Proseware High Speed Laser Fax M2000 Grey,China,1199,226639.6
Litware Refrigerator 3.2CuFt E160 Green,China,1436,355993.2855
Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey,China,1039,537303.8
Contoso Telephoto Conversion Lens X400 Silver,China,20298,10801540.75
"Contoso SLR Camera 35"" X358 Silver",China,1202,613553.6
Adventure Works LCD19W M100 White,China,1161,191333.1
Fabrikam Coffee Maker 12C M100 White,China,1387,546526.75
SV Keyboard E90 Silver,China,1618,60710.8905
Contoso Washer & Dryer 27in L270 Green,China,151,360274.2
"Contoso SLR Camera 35"" M358 Silver",China,1202,382952.6
Litware 92mm DBB Case Fan E1101 White,China,1349,18708.2695
Litware Chandelier M8015 White,China,754,181425.45
Litware Microwave 1.0CuFt E110 White,China,1340,167659.0235
WWI Wireless Transmitter and Bluetooth Headphones X250 Red,China,543,126857.4255
Proseware Air conditioner 6000BTU E180 White,China,1588,282585.87
NT Wireless Bluetooth Stereo Headphones E302 Yellow,China,1480,53481.395
Litware Refrigerator 9.7CuFt M560 Silver,China,1172,523812.5
A. Datum Consumer Digital Camera E100 Orange,China,1182,299349.3
Adventure Works Chandelier M8150 Black,China,861,208624.5
The Phone Company Smart phones without camera E100 White,China,1273,145673.25
SV Car Video LCD7 M7001 Black,China,1158,346733.1
Litware Desk Lamp E1020 White,China,1352,36901.1955
Contoso Water Heater 2.6GPM E0900 Silver,China,1611,743559.6
MGS Racing Madness 2009 E169,China,2355,68932.8
Contoso Bright Light battery E20 White,China,1376,33255.125
The Phone Company Touch Screen Phones - CRT M11 Black,China,1619,277159.05
Contoso 16GB Mp5 Player M1600 Blue,China,324,58410.78
Contoso Microwave 1.0CuFt E0110 Black,China,1163,143657.738
"The Phone Company Touch Screen Phones 26-1.4"" M250 Grey",China,1048,250392.4
Fabrikam Trendsetter 2/3'' 17mm X100 White,China,1631,1423450
Fabrikam Coffee Maker 12C M100 Silver,China,1241,489299.75
Contoso Smart Battery M901 White,China,962,9981.425
Contoso Washer & Dryer 25.5in M255 Pink,China,407,747068.4
A. Datum Consumer Digital Camera E100 Pink,China,1466,369458.8
Contoso Electronic Private Automatic Branch Exchange M90 Black,China,1305,45912.519
Contoso Expandable 4-Handset Cordless Phone System M206 White,China,1260,48964.2465
Proseware Projector 480p LCD12 White,China,1414,292307.05
Fabrikam Social Videographer 1'' 25mm E400 White,China,1187,202823.8
"Fabrikam Social Videographer 1"" 25mm E400 Orange",China,1342,219087
Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,China,1378,279975.4
Litware Home Theater System 5.1 Channel M515 Silver,China,1358,702288.25
Proseware Mobile Receipt and Document Scanner M200 White,China,1313,137344
Fabrikam Budget Moviemaker 1'' 25mm E400 White,China,1263,478104.9
NT Washer & Dryer 25.5in M2550 Blue,China,418,762330.69
WWI Wireless Bluetooth Stereo Headphones M170 Black,China,314,33144
Contoso Screen 85in E085 Silver,China,1767,223664.9
Litware Microwave 2.2CuFt M125 Blue,China,788,138423.0785
Proseware Slim-Design Fax Machine with Answering System X180 Green,China,1247,266609.2
MGS Zoo Tycoon M380,China,1612,128262.35
WWI Stereo Bluetooth Headphones E1000 White,China,1589,97328.97
"Adventure Works 19"" Color Digital TV E35 White",China,1434,187151.34
Litware Refrigerator 19CuFt M760 Blue,China,523,412326.35
MGS Halo: Combat Evolved E109,China,2224,45785.6496
Litware Microwave 1.6CuFt M125 Black,China,1708,274457.7515
SV Hand Games for kids E30 Yellow,China,5475,26559.225
Fabrikam Microwave 1.6CuFt M1250 Silver,China,1217,195181.156
The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,China,1522,395727.7
WWI LCD20 M220 Black,China,598,138137.65
Proseware Projector 720p DLP56 Black,China,1176,1046702.25
Contoso Projector 1080p X981 Silver,China,271,623250.6
Litware Refrigerator 19CuFt M760 Orange,China,716,591092.5
Fabrikam Laptop10.1 M0101 Silver,China,685,242987.37
Contoso Notebook Peripheral Kit M69 White,China,1226,18140.1
Contoso Microwave 0.8CuFt E0080 White,China,1643,137844.7385
Contoso Home Theater System 5.1 Channel M1530 Brown,China,1229,446800.2
MGS Combat Flight Simulator 2009 E177,China,2441,69558.4
Contoso Expandable 2-Handset Cordless Phone System M205 White,China,523,18650.1695
Fabrikam Refrigerator 24.7CuFt X9800 Blue,China,234,691197.84
WWI Wall Lamp E315 Blue,China,1322,122617.4775
WWI Desk Lamp E120 Blue,China,1375,37204.0945
"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",China,1030,548182.3
Proseware Laser Jet Color Printer X300 White,China,743,142057.3
Contoso Screen 85in E085 White,China,1718,211210.5
Fabrikam Microwave 2.2CuFt M1250 Blue,China,800,142112.894
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",China,392,56129.5
Litware 80mm LED Dual PCI Slot Fan E1501 White,China,1786,49999.266
Contoso Macro Zoom Lens X300 Black,China,198,69607.845
Proseware Laser Fax Printer M250 Black,China,315,32815.8
Adventure Works Wall Lamp E2150 Black,China,1597,170655.7775
The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,China,1397,359776.1
Contoso Multimedia Speakers M25 Blue,China,993,116370.9
SV DVD 60 DVD Storage Binder L20 Red,China,1355,27469.1445
Contoso Water Heater 1.5GPM E0800 Red,China,1652,384898.125
SV 16xDVD M350 Black,China,211,22701.98
WWI Projector 480p LCD12 Silver,China,1241,256434.2
Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,China,1015,1382060
MGS Age of Mythology E118,China,2569,66105.2
Fabrikam Microwave 1.0CuFt E1100 Grey,China,1339,168064.9945
The Phone Company Smart phones 8 GB of Memory M400 Black,China,965,234043.45
MGS King& Myths: The Age Collection M340,China,1812,118292.7375
WWI Projector 1080p DLP86 Black,China,454,1020591.6
Fabrikam Coffee Maker 12C M100 Black,China,1174,470698.75
MGS Dungeon Siege: Legends of Aranna 2009 E146,China,2499,98098.05
"Adventure Works 19"" Color Digital TV E35 Black",China,1473,184770.9
Fabrikam Social Videographer 1/2'' 3mm E300 White,China,1243,198158.5
MGS MechWarrior 4: Vengeance 2009 E175,China,2761,80536
MGS Halo: Combat Evolved2009 E149,China,1925,74110.5
SV Hand Games for Office worker L28 Black,China,6879,106373.5405
Proseware Screen 100in M1609 Black,China,1739,293759
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",China,1426,204333.5
Contoso 32GB Video MP3 Player M3200 Red,China,846,197790.75
Fabrikam Refrigerator 1.7CuFt E1200 Blue,China,1719,204662.7555
Contoso Multi-Use Terminal Cable E308 Black,China,1592,52768.0845
A. Datum SLR Camera X135 Black,China,1527,859617
A. Datum SLR Camera X141 Blue,China,549,207201.75
A. Datum Rangefinder Digital Camera X200 Pink,China,1607,290890
WWI Desktop PC1.80 E1801 Silver,China,2010,488330.07
"Contoso SLR Camera 35"" X358 Blue",China,401,201696.8
Adventure Works Desktop PC1.80 ED180 Black,China,2374,795416.4
Fabrikam Refrigerator 9.7CuFt M5600 Brown,China,1264,564361.75
Contoso Optical USB Mouse M45 White,China,17116,780264.277
